Feature,Importance
3067,0.02437916326558551
22365,0.0220119170655607
28519,0.014888286153148836
29435,0.014888157348190696
10505,0.012768239896718193
20108,0.011943277881277118
27502,0.011036080364169674
28183,0.009160266101162114
13498,0.007822176382738827
25766,0.006489703858793747
