mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1128.095006608963,1.3270253385090507,0.7518782615661621,0.44112917721687944,200,5,1,0.5,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': None}",0.9991763544598209,0.9994364016966538,0.9990725089432692,0.9994362088369567,0.9992805961880675,0.9992804140249536,0.00014328791047312167,2
1127.4070593833924,0.6897925512226212,0.5453193664550782,0.010624455516750312,200,5,5,0.5,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': None}",0.9984361425931935,0.9982782641876643,0.9983294042763182,0.9980594971691426,0.9984911188558049,0.9983188854164247,0.00014997106161661856,5
272.27494263648987,44.49844297332716,0.364863920211792,0.006764180879157606,100,2,5,0.5,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 20}",0.43920297024195387,0.45514769225890467,0.44053769621168787,0.456907602646663,0.4224012847318091,0.44283944921820373,0.012535121869820563,10
69.10350413322449,12.463961482501974,0.7255231380462647,0.395765150980367,200,5,5,log2,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': None}",0.9984403549393509,0.9984935897810516,0.998546421760961,0.9984393363012978,0.9989156680445156,0.9985670741654354,0.00017872822568632446,4
58.08594379425049,1.278106523337861,0.7185692310333252,0.4213585308643801,200,5,5,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10}",0.4892789920537677,0.5236281673979795,0.4998596834332944,0.5108865540162506,0.518671200884629,0.5084649195571842,0.012506849962991652,7
361.390003824234,4.640018618422793,1.092529582977295,0.47891145166081656,200,5,1,0.3,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': 20}",0.463762525393158,0.4670410471078792,0.4522423971356832,0.4667899293703368,0.4654048216025152,0.4630481441219144,0.005527615550657572,8
351.7153353691101,3.4380930589180374,0.6475867748260498,0.3372907243446834,100,5,1,0.3,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': None}",0.9990713810697183,0.9996423670734955,0.9993323578589163,0.9994879506490569,0.999487949449437,0.9994044012201249,0.00019322589243553844,1
75.41547307968139,8.523786444210504,1.0962343692779541,0.4836582154380654,200,2,1,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",0.7938301347775395,0.8129772058029198,0.7917229685345762,0.7907324484762756,0.8163689797706812,0.8011263474723984,0.011157706520869276,6
1086.2650691986084,24.105155433991882,0.9316712856292725,0.5048413728870798,200,2,2,0.5,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': None}",0.99901948796787,0.9991245262288195,0.998862524312278,0.9991239595311046,0.9992805963391865,0.9990822188758518,0.00013790335779473496,3
498.0412261009216,110.41828836749119,1.1313300132751465,0.5171973568305994,200,2,5,0.5,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 20}",0.4428023141382033,0.4566275800207339,0.4411636377525541,0.4586693819981761,0.45802603199018493,0.4514577891799704,0.007781547708984406,9
