Feature,Importance
12188,0.022739808471598812
7714,0.01448704427274934
26746,0.014106546657369132
21721,0.012178462864317587
21962,0.01213328094429978
7998,0.012024890350058376
6468,0.010378474040585117
20762,0.009913715103917004
22004,0.009094090086243884
18771,0.008343634418927246
